id,quid,question,answer,answer_type,choices,answer_word,facts
592,,"If 3 salesmen can sell three cars in seven minutes, how many cars can six salesmen sell in seventy minutes?",E,MULTIPLE_CHOICE,"A) sign
B) parts
C) be
D) alternator
E) 60 cars",,
593,,What is the saddest fruit in the world?,D,MULTIPLE_CHOICE,"A) spiceberry
B) antioxidants
C) garnish
D) blueberry
E) coconut",,
594,,What 3 digit number will give you the same answer whether you subtract 5 or divide by 5?,A,MULTIPLE_CHOICE,"A) 6 25
B) congruence
C) riposte
D) midpoint
E) evasive answer",,
595,,Where do fish keep their money?,B,MULTIPLE_CHOICE,"A) swimming
B) riverbank
C) pike
D) penny
E) cash",,
596,,"What has feet and legs, but nothing else?",A,MULTIPLE_CHOICE,"A) pantyhose
B) dory
C) ruler
D) rub
E) drumstick",,
597,,Your mother's brother's only brother-in-law is asleep on your couch.  Who is asleep on your couch?,C,MULTIPLE_CHOICE,"A) motherhood
B) mothers
C) youre father
D) foster mother
E) neighbor's family",,
598,,What coin doubles in value when half is deducted?,B,MULTIPLE_CHOICE,"A) hundredweight coin
B) half dollar
C) hard currency
D) candy bar wrapper
E) sugar packet",,
599,,"Before Mt.  Everest was discovered, what was the highest mountain in the world?",C,MULTIPLE_CHOICE,"A) steam
B) mount rushmore
C) mt  everest
D) rooftop
E) dismount",,
600,,Mary's mother had three duaghters.  The first was named April and the second was named May.  What was the name of the third daughter?,C,MULTIPLE_CHOICE,"A) bob
B) ancestor
C) mary
D) kid
E) mister",,
601,,"Mary's mom has four identicle children which were all born within 7-8 o-clock on a leap year, each one fifteen minutes apart.  She names the first one North, the second East, and the third South.  What was the name of the fourth child?",E,MULTIPLE_CHOICE,"A) maine
B) length
C) offspring
D) surname
E) mary",,
602,,Mary's father has five duaghters.    1.  nana 2.  nene 3.  nini 4.  nono.    What is the 5th duaghters name?,B,MULTIPLE_CHOICE,"A) rosary
B) mary
C) relative
D) offspring
E) dear",,
603,,Who gets paid when they drive away their customers?,A,MULTIPLE_CHOICE,"A) taxi drivers
B) passenger car
C) motorway
D) drive
E) traveling",,
604,,Where should you put a noisy dog?,C,MULTIPLE_CHOICE,"A) dog star
B) greyhound
C) in a barking lot
D) herd
E) sled dog",,
605,,How much dirt is in a hole 2feet long 4feet wide and 7feet deep?,D,MULTIPLE_CHOICE,"A) horse
B) canal
C) in
D) none a hole
E) insects",,
606,,"How much dirt is there in a hole that is 3 ft deep, and 9 inches in diameter?",E,MULTIPLE_CHOICE,"A) dial
B) ficus
C) worm
D) soil
E) none a hole",,
607,,A doctor gives you 5 pills and tells you to take one every 30 minutes.   How long will it take you to finish the pills if you follow the doctors orders?,A,MULTIPLE_CHOICE,"A) 2 hours
B) coin
C) take pills
D) duration
E) week",,
608,,"The 22nd and the 24th President of the United States of America were born from the same father and the same mother.   However, they were not brothers.  How could that be?",B,MULTIPLE_CHOICE,"A) free
B) they were the same person
C) mum
D) community
E) father and son",,
609,,How many apples grow on a tree?,D,MULTIPLE_CHOICE,"A) breaking wind
B) woodland
C) go on a date
D) all apples grow on trees
E) mcintosh",,
610,,You have a dime and a dollar.  You buy a dog and a collar.   The dog costs one dollar more than the collar.   How much is the collar?,A,MULTIPLE_CHOICE,"A) 5 cents
B) barbados dollar
C) quarter
D) new zealand dollar
E) bermuda dollar",,
611,,What is the most slippery country in the world?,A,MULTIPLE_CHOICE,"A) greece
B) towns
C) libya
D) cities
E) sloth",,
612,,Which month has 28 days?,D,MULTIPLE_CHOICE,"A) anniversary
B) judgment day
C) washday
D) all months
E) week",,
613,,What's a lifeguard's favorite game?,A,MULTIPLE_CHOICE,"A) pool
B) catch
C) pillow fight
D) playing
E) golf",,
614,,Why did the doctor switch jobs?,A,MULTIPLE_CHOICE,"A) he lost his patients
B) perform surgery
C) personnel
D) medical school
E) let blood",,
615,,Where were English kings usually crowned?,B,MULTIPLE_CHOICE,"A) on their knees
B) on their heads
C) on their chests
D) griffin
E) french",,
616,,Why did the hamburger go to the gym?,B,MULTIPLE_CHOICE,"A) area
B) it wanted better buns
C) it will pay to eat
D) ground beef
E) medicine ball",,
617,,What do you call a rabbit with fleas?,B,MULTIPLE_CHOICE,"A) fields
B) bugs bunny
C) dust
D) jackrabbit
E) creature",,
618,,"Which weighs more, a pound of feathers or a pound of bricks?",D,MULTIPLE_CHOICE,"A) scale
B) farthing
C) good person
D) they weigh the same
E) poundage",,
619,,What kind of dog keeps the best time?,D,MULTIPLE_CHOICE,"A) dogshit
B) dog flea
C) gray
D) watchdog
E) dogfish",,
620,,wat type of animal keeps the best time,A,MULTIPLE_CHOICE,"A) watchdog
B) bulldog
C) company
D) dogs
E) animal kingdom",,
621,,what goes tick tick woof woof,E,MULTIPLE_CHOICE,"A) subgroup
B) salvation
C) flavivirus
D) relapsing fever
E) watchdog",,
622,,What do you call bodyguards in front of a Samsung store?,A,MULTIPLE_CHOICE,"A) guardians of the galaxy
B) lifeguard
C) sign
D) system
E) satchel",,
623,,You throw away the outside then eat the inside.   Then you throw away the outside and eat the inside.   What is it?,A,MULTIPLE_CHOICE,"A) ear of corn
B) yard
C) push
D) dogs
E) egg",,
624,,"What kind of ear cannot hear?   (Hint: No, the answer is not ""Mike Tyson's latest snack"". )",D,MULTIPLE_CHOICE,"A) item
B) serial killer's bedroom
C) dogs
D) ear of corn
E) state",,
625,,"My first is in ocean but never in sea, my second's in wasp but never in bee.  My third is in glider and also in flight, my whole is a creature that comes out at night.   What am I?",B,MULTIPLE_CHOICE,"A) flock
B) owl
C) specific
D) oyster
E) seabird",,
626,,What asks but never answers?,B,MULTIPLE_CHOICE,"A) mountain lion
B) owl
C) put
D) complaint
E) lathe",,
627,,What three numbers give the same answer when multiplied together or added together?,B,MULTIPLE_CHOICE,"A) test
B) 1 2 and 3
C) multiples
D) six
E) urim and thummim",,
628,,What two things can you never eat for breakfast?,E,MULTIPLE_CHOICE,"A) victual
B) science
C) things
D) buffet
E) lunch  dinner",,
629,,"I'm tall when I'm young, I'm short when I'm old.  What am I?",A,MULTIPLE_CHOICE,"A) candle  pencil
B) expression
C) heifer
D) article
E) kettle",,
630,,"Two sisters are we, one is dark and one is fair In twin towers dwelling we're quite the pair One from land and one from sea Tell us truly, who are we?",D,MULTIPLE_CHOICE,"A) head sea
B) pearls
C) sailing ship
D) salt and pepper
E) dogfish",,
631,,This company makes billions of dollars selling Windows. ,C,MULTIPLE_CHOICE,"A) ceo
B) structure
C) microsoft
D) companies
E) manager",,
632,,"I am taken from a mine, and shut up in a wooden case, from which I am never released, and yet I've been used by almost everybody.  What am I?",E,MULTIPLE_CHOICE,"A) taper
B) place
C) have
D) break
E) lead in a pencil",,
633,,"What you're looking for . . .  I'll hide it from you.  However if you ask, I'll lead you right through.  You're tempted to cross me, an act I won't prevent.  If chosen too soon, may come with regret.  If I'm not there you're mad, you ask for me to be.  This time for a change, I'll be right behind me. ",D,MULTIPLE_CHOICE,"A) nick
B) a
C) points
D) spoiler tag
E) single",,
634,,"I can be swallowed, but i can also swallow you what am i ??",A,MULTIPLE_CHOICE,"A) pride
B) sand martin
C) bolt
D) nip
E) process",,
635,,"Jodie's mother has 3 children, April, May and what is the third child's name?",A,MULTIPLE_CHOICE,"A) jodie
B) childhood
C) imp
D) half sister
E) kindergartner",,
636,,"With the numbers 123456789, make them add up to 100.  They must stay in the same order.  You can use addition, subtraction, multiplication, and division.  Remember, they have to stay in the same order. ",C,MULTIPLE_CHOICE,"A) royalty
B) strip
C) 12345678x9100
D) division archaebacteria
E) fractions",,
637,,What bone has a sense of humor?,A,MULTIPLE_CHOICE,"A) humorous
B) ankylosis
C) elbow bone
D) citizenship
E) gelatine",,
638,,What question can you never honestly answer yes to?,B,MULTIPLE_CHOICE,"A) silent
B) are you asleep or dead
C) dot
D) investigation
E) state",,
639,,One strand dangles.  Two strands twist.  Three or more can fashion this. ,D,MULTIPLE_CHOICE,"A) curve
B) woman
C) artwork
D) braids
E) knots",,
640,,What kind of cup doesn't hold water?,A,MULTIPLE_CHOICE,"A) cupcake hiccup
B) champagne cup
C) gill
D) hold
E) plant organ",,
641,,What did the thief get for stealing the calendar?,C,MULTIPLE_CHOICE,"A) system
B) spoil
C) 12 months
D) calendar day
E) decade",,
642,,What falls often but never gets hurt?,B,MULTIPLE_CHOICE,"A) be
B) snow rain
C) blow
D) skinning
E) gravel",,
643,,"Mr.  Smith has two children.  If the older child is a boy, what are the odds that the other child is also a boy?",A,MULTIPLE_CHOICE,"A) 5050
B) caravan
C) form
D) moppet
E) rust",,
644,,"There is a clerk at the butcher shop, he is five feet ten inches tall, and he wears size 13 sneakers.   What does he weigh?",C,MULTIPLE_CHOICE,"A) purchase
B) super
C) meat he is a butcher
D) nylon
E) open cases",,
645,,"Journey without it and you will never prevail, but if you have too much of it you will surely fail. ",C,MULTIPLE_CHOICE,"A) suspended animation
B) ride
C) confidence
D) know
E) result",,
646,,What has 10 S's and 1 C,B,MULTIPLE_CHOICE,"A) composition
B) tennessee
C) svedberg
D) tonic
E) its",,
647,,"A man went to the hardware store to buy items for his house.  1 would cost $. 25 12 would cost $. 50 122 would cost $. 75 When he left the store he had spent $. 75, what did he buy?",E,MULTIPLE_CHOICE,"A) gum
B) unit
C) dormitory
D) stock
E) house numbers",,
648,,"If you can buy 1 for $1, 14 for $2, and 145 for $3, what are you buying?",E,MULTIPLE_CHOICE,"A) groceries
B) like
C) use
D) spending money
E) house numbers",,
649,,"What is it that given one, you'll have either two or none?",B,MULTIPLE_CHOICE,"A) out
B) choice
C) take
D) service
E) toast",,
650,,"Which is correct ""The yolk of the egg is white"" or ""The egg yolk is white?""",B,MULTIPLE_CHOICE,"A) shell
B) neither egg yolks are yellow
C) duck
D) grocery
E) white matter",,
651,,What table has not a leg to stand on?,B,MULTIPLE_CHOICE,"A) appendage
B) multiplication tables
C) place mats
D) puppy
E) case knife",,
652,,What gets tighter when stretched?,A,MULTIPLE_CHOICE,"A) budget
B) training
C) exercising
D) greed
E) cling",,
653,,What ship has no captain but two mates?,D,MULTIPLE_CHOICE,"A) chess
B) owners
C) css
D) courtship
E) bunk",,
654,,"In the fathers will, he states that his sons must race their horse, and the son with the slowest horse will receive the fathers entire fortune.  The two sons race, but never finish it, as they deliberately slow their horses.  After visiting the oracle the sons race horses as fast as possible.  What did the oracle tell them?",C,MULTIPLE_CHOICE,"A) bulgaria
B) whip
C) swap horses
D) northeast
E) ghana",,
655,,Why can't a man living in California be legally buried in New York (even if it's left as an instruction in his will)?,C,MULTIPLE_CHOICE,"A) by choice
B) cottonwood
C) because hes alive
D) linden
E) if they die",,
656,,"You can tumble in it, Roll in it, Burn it, Animals eat it, Used to cover floors, Still used beyond stall doors.  Freshens whatever it is placed on, Absorbs whatever is poured into it.  What is it?",E,MULTIPLE_CHOICE,"A) mare
B) stall
C) dust
D) feed
E) hay",,
657,,What is the end to which we all like to come?,E,MULTIPLE_CHOICE,"A) chew
B) great
C) vapour
D) affair
E) dividend",,
658,,"Lovely and round, I shine with pale light, Grown in the darkness, a lady's delight. ",E,MULTIPLE_CHOICE,"A) hydrogen
B) coast
C) reflection
D) deep
E) pearls",,
659,,"Though I should be unique, you've made most of us the same.  I would be stronger, if my characters were stranger. ",A,MULTIPLE_CHOICE,"A) password
B) superscript
C) strangeness
D) reek
E) dynamic headroom",,
660,,"Walk on the living they don't even mumble,  Walk on the dead they mutter and grumble,  What are they?",D,MULTIPLE_CHOICE,"A) lack
B) decomposing
C) pavement
D) fallen leaves
E) middle",,
661,,what walks with 4 legs in the morning 2 at noon and three in the evening,C,MULTIPLE_CHOICE,"A) tibialis
B) midwatch
C) centipede
D) seagull
E) little",,
662,,"Oh how I love my dancing feet! They stay together - oh so neat.  And when I want to walk a line, They all stay together and do double time.  I count them up, ten times or more, And race on-off, across the floor. ",B,MULTIPLE_CHOICE,"A) double cross
B) centipede
C) double fault
D) boondoggle
E) critical point",,
663,,"For it dies a hundred feet up in the air and its back on the ground, what is it?",B,MULTIPLE_CHOICE,"A) stifle
B) centipede
C) ground squirrel
D) crucible steel
E) footprints",,
664,,"I have joy in bringing two together, but darning my existence!  My life hangs by a thread, filled with ups, downs and resistance!",D,MULTIPLE_CHOICE,"A) double
B) wool
C) doll
D) sewing machine
E) supply",,
665,,"Flour of England, fruit of Spain, Met together in a shower of rain; Put in a bag tied round with a string, If you'll tell me this riddle, I'll give you a ring. ",A,MULTIPLE_CHOICE,"A) plum pudding
B) ringbox
C) vitamins
D) wineskin
E) cherry tomato",,
666,,It takes two people to do this,C,MULTIPLE_CHOICE,"A) make sex
B) accomplish goals
C) tango
D) psychologists
E) collectivism",,
667,,Commits friendly home invasions one night a year,C,MULTIPLE_CHOICE,"A) motive
B) a
C) santa
D) hezbollah
E) sideboard",,
668,,"Inside a burning house, this thing is best to make.  And best to make it quickly, before the fire's too much to take!",B,MULTIPLE_CHOICE,"A) eu
B) haste
C) prairie
D) living space
E) colony",,
669,,"When they are caught, they are thrown away.   When they escape, you itch all day.   What are they?",D,MULTIPLE_CHOICE,"A) hold
B) bedclothes
C) be
D) fleas
E) put",,
670,,"Before Mt.  Everest was discovered as the highest mountain in the world, which mountain was the highest?",B,MULTIPLE_CHOICE,"A) mounting
B) mt everest
C) dhaulagiri
D) olympus
E) australia",,
671,,You can do this with your friends.  You can do this with your nose.  But don't do it with your friend's nose!,B,MULTIPLE_CHOICE,"A) assistance
B) pick
C) sniffle
D) hearing
E) rhinitis",,
672,,Special abilities and brightly colored underwear are all you need to be one of these. ,C,MULTIPLE_CHOICE,"A) hollywood actress
B) spec
C) superhero
D) long underwear
E) poor",,
673,,A kind of game with love and service played by singles and pairs,A,MULTIPLE_CHOICE,"A) tennis
B) billiards
C) turn
D) gaming
E) chess",,
674,,Sounds like he works on public transportation but he really works in a restaurant. ,B,MULTIPLE_CHOICE,"A) subway conductor
B) bus boy
C) pda
D) in charge of reservation
E) suburb",,
675,,What does this mean?  Pot oooooooo,E,MULTIPLE_CHOICE,"A) stirring
B) pottle
C) marmite
D) potty
E) potatoes  pot8os  potatoes",,
676,,"There is something blue flying through the air, something red is falling of the roof, and at the same moment the phone rings. . .  What is it?",E,MULTIPLE_CHOICE,"A) blowpipe
B) product
C) car accident
D) very light
E) coincidence",,
